drug_id	target_id	action
DB00811	P12823	inhibitor
DB00811	P55263	other
DB00811	P49902	other
DB00811	Q99808	substrate
DB00811	Q9HAS3	substrate
DB00812	P35354	inhibitor
DB00812	Q16647	inhibitor
DB00812	P23219	inhibitor
DB00812	P11712	inhibitor
DB00812	P08684	other
DB00812	Q4U2R8	inhibitor
DB00812	Q8TCC7	inhibitor
DB00812	Q9NSA0	inhibitor
DB00813	P35372	ant/agonist
DB00813	P41143	ant/agonist
DB00813	P41145	ant/agonist
DB00813	P08183	inhibitor
DB00813	P08684	substrate
DB00813	P24462	substrate
DB00813	P02768	other
DB00813	P02763	other
DB00814	P35354	inhibitor
DB00814	P23219	inhibitor
DB00814	P11712	substrate
DB00814	P08684	substrate
DB00814	P52209	inhibitor
DB00814	P10632	substrate
DB00814	P02768	unknown
DB00814	O15439	other
DB00815	P02768	other
DB00816	P07550	ant/agonist
DB00817	P0AES6	inhibitor
DB00817	P0AFI2	inhibitor
DB00817	P05177	inhibitor
DB00818	P47870	other
DB00818	P28472	other
DB00818	P35499	inhibitor
DB00818	Q99250	inhibitor
DB00818	P14867	other
DB00818	P11712	substrate
DB00818	P20813	substrate
DB00818	Q9HAW9	substrate
DB00818	O60656	substrate
DB00818	P22309	inhibitor
DB00818	O00519	substrate
DB00818	P05181	inhibitor
DB00818	Q16678	inhibitor
DB00818	P04798	inhibitor
DB00818	P05177	inhibitor
DB00818	P33260	substrate
DB00818	P33261	substrate
DB00818	P10632	substrate
DB00818	P19224	substrate
DB00818	P02768	unknown
DB00818	P08183	other
DB00819	P00915	inhibitor
DB00819	P00918	inhibitor
DB00819	P22748	inhibitor
DB00819	O43570	inhibitor
DB00819	Q9ULX7	inhibitor
DB00819	P07451	inhibitor
DB00819	P43166	inhibitor
DB00819	P29972	inhibitor
DB00819	P08684	inhibitor
DB00819	Q4U2R8	inhibitor
DB00820	O76074	inhibitor
DB00820	Q9HCR9	inhibitor
DB00820	P08684	substrate
DB00820	P20815	substrate
DB00821	P35354	inhibitor
DB00821	P23219	inhibitor
DB00821	Q4U2R8	inhibitor
DB00822	P05091	inhibitor
DB00822	P09172	inhibitor
DB00822	P05181	inhibitor
DB00822	P08684	substrate
DB00822	P20815	substrate
DB00822	O95342	substrate
DB00823	P06401	ant/agonist
DB00823	P03372	ant/agonist
DB00823	P08684	substrate
DB00824	P27815	inhibitor
DB00824	Q07343	inhibitor
DB00824	P29275	ant/agonist
DB00824	P30542	inhibitor
DB00824	P29274	inhibitor
DB00824	P0DMS8	inhibitor
DB00825	Q7Z2W7	other
DB00825	O75762	other
DB00825	Q8NET8	other
DB00825	P41145	ant/agonist
DB00825	Q13936	ant/agonist
DB00825	P08684	substrate
DB00826	P08684	inhibitor
DB00827	P43700	inhibitor
DB00827	P05177	inhibitor
DB00827	Q4U2R8	inhibitor
DB00828	P0A749	inhibitor
DB00829	P14867	other
DB00829	P11712	substrate
DB00829	P24462	substrate
DB00829	P08684	inhibitor
DB00829	P33261	inhibitor
DB00829	P20815	substrate
DB00829	P20813	substrate
DB00829	P23219	substrate
DB00829	P33260	substrate
DB00829	P10632	substrate
DB00829	P05181	inhibitor
DB00829	P02768	unknown
DB00829	P08183	substrate
DB00830	P23975	inhibitor
DB00830	Q01959	inhibitor
DB00831	P14416	ant/agonist
DB00831	Q9NYX4	ant/agonist
DB00831	P35348	ant/agonist
DB00831	P0DP23	inhibitor
DB00831	P63316	unknown
DB00831	P26447	inhibitor
DB00831	P47989	inhibitor
DB00831	P22310	substrate
DB00831	P05177	substrate
DB00831	P08183	inhibitor
DB00833	Q75Y35	inhibitor
DB00833	Q8XJ01	inhibitor
DB00833	P05164	other
DB00833	P46059	inhibitor
DB00833	Q16348	inhibitor
DB00833	Q8TCC7	inhibitor
DB00833	O95342	substrate
DB00834	P06401	ant/agonist
DB00834	P04150	ant/agonist
DB00834	P07288	unknown
DB00834	O75469	unknown
DB00834	P08684	inhibitor
DB00834	P20815	substrate
DB00834	P10635	inhibitor
DB00834	P10632	inhibitor
DB00834	P11712	inhibitor
DB00834	P08183	inhibitor
DB00834	P33527	inhibitor
DB00834	O95342	substrate
DB00834	Q9Y6L6	inhibitor
DB00834	Q9NPD5	inhibitor
DB00835	P35367	ant/agonist
DB00835	P11229	ant/agonist
DB00835	P08172	ant/agonist
DB00835	P20309	ant/agonist
DB00835	P08173	ant/agonist
DB00835	P08912	ant/agonist
DB00836	P35372	ant/agonist
DB00836	P41143	ant/agonist
DB00836	P41145	ant/agonist
DB00836	O00555	inhibitor
DB00836	P01189	other
DB00836	P0DP23	inhibitor
DB00836	Q14994	unknown
DB00836	P08684	inhibitor
DB00836	P10632	substrate
DB00836	P20813	substrate
DB00836	P10635	substrate
DB00836	P08183	substrate
DB00837	Q9UBS5	ant/agonist
DB00837	P14867	ant/agonist
DB00838	P04150	ant/agonist
DB00839	Q09428	other
DB00839	P11712	substrate
DB00841	P08588	ant/agonist
DB00841	P07550	ant/agonist
DB00841	P35348	ant/agonist
DB00841	P03372	unknown
DB00841	P21964	substrate
DB00842	P14867	other
DB00842	P54855	substrate
DB00842	P16662	substrate
DB00842	O60656	substrate
DB00842	P02768	other
DB00843	P22303	inhibitor
DB00843	P28223	other
DB00843	P06276	other
DB00843	P29475	inhibitor
DB00843	P98066	inhibitor
DB00843	P01584	inhibitor
DB00843	Q00653	inhibitor
DB00843	Q05586	other
DB00843	P10635	substrate
DB00843	P08684	substrate
DB00843	P11712	substrate
DB00843	Q9UNQ0	substrate
DB00844	P41145	ant/agonist
DB00844	P35372	ant/agonist
DB00844	P41143	ant/agonist
DB00845	P37231	other
DB00845	P22001	ant/agonist
DB00845	P08684	inhibitor
DB00845	P20815	inhibitor
DB00845	P10632	inhibitor
DB00845	P10635	inhibitor
DB00845	P02768	other
DB00845	P08183	inhibitor
DB00845	Q9UNQ0	inhibitor
DB00845	P33527	inhibitor
DB00846	P04150	ant/agonist
DB00846	P08684	substrate
DB00846	P08185	other
DB00847	P61278	other
DB00847	P49146	other
DB00847	P05164	substrate
DB00848	P32297	ant/agonist
DB00848	P10696	inhibitor
DB00848	Q23022	other
DB00848	Q9N587	other
DB00848	Q27218	other
DB00848	P48181	other
DB00849	P14867	other
DB00849	P47869	other
DB00849	P34903	other
DB00849	P48169	other
DB00849	P31644	other
DB00849	Q16445	other
DB00849	P43681	ant/agonist
DB00849	P36544	ant/agonist
DB00849	P42262	ant/agonist
DB00849	Q13002	ant/agonist
DB00849	O75469	other
DB00849	P33261	substrate
DB00849	P20813	substrate
DB00850	P14416	ant/agonist
DB00850	P21728	ant/agonist
DB00850	P0DP23	inhibitor
DB00850	P10635	inhibitor
DB00850	P05177	substrate
DB00850	P33260	substrate
DB00850	P33261	substrate
DB00850	P10632	substrate
DB00850	P11712	substrate
DB00850	P08684	substrate
DB00851	Q14181	other
DB00851	P52209	inhibitor
DB00851	P04798	substrate
DB00851	P05177	substrate
DB00851	P05181	substrate
DB00852	P23975	inhibitor
DB00852	Q01959	inhibitor
DB00852	P35348	ant/agonist
DB00852	P08913	ant/agonist
DB00852	P31645	inhibitor
DB00852	P07550	ant/agonist
DB00852	P08588	ant/agonist
DB00852	O95644	inhibitor
DB00852	P01375	inhibitor
DB00852	P19838	inhibitor
DB00852	P18846	inhibitor
DB00852	P60568	inhibitor
DB00852	P21397	inhibitor
DB00852	P02768	other
DB00854	P35372	ant/agonist
DB00854	P41143	ant/agonist
DB00854	P41145	ant/agonist
DB00855	P13716	other
DB00855	P46059	inhibitor
DB00855	Q16348	inhibitor
DB00856	P11511	other
DB00856	P08684	other
DB00856	P47989	inhibitor
DB00856	P35354	inhibitor
DB00856	P06276	other
DB00857	Q92206	inhibitor
DB00857	Q14534	inhibitor
DB00857	P11712	substrate
DB00857	P05177	substrate
DB00857	P08684	substrate
DB00857	P10632	substrate
DB00857	P33261	substrate
DB00857	P10635	inhibitor
DB00857	P23219	substrate
DB00857	P02768	other
DB00857	P02763	other
DB00857	A0A059JJ46	substrate
DB00858	P10275	ant/agonist
DB00858	P11511	inhibitor
DB00858	P04278	unknown
DB00859	Q9Y6L6	substrate
DB00860	P04150	ant/agonist
DB00860	P08684	substrate
DB00860	P08185	other
DB00860	P02768	other
DB00860	P46721	inhibitor
DB00860	P08183	substrate
DB00861	P35354	inhibitor
DB00861	P23219	inhibitor
DB00861	Q9HAW9	substrate
DB00861	O60656	inhibitor
DB00861	P02766	unknown
DB00861	P02768	unknown
DB00861	Q4U2R8	inhibitor
DB00862	O76074	inhibitor
DB00862	P18545	other
DB00862	Q13956	other
DB00862	P08684	substrate
DB00862	P20815	substrate
DB00862	P08183	inhibitor
DB00863	P25021	ant/agonist
DB00863	P22303	inhibitor
DB00863	P05177	inhibitor
DB00863	P10635	inhibitor
DB00863	P08684	inhibitor
DB00863	O15245	inhibitor
DB00863	P08183	inhibitor
DB00863	Q8TCC7	substrate
DB00863	O15244	substrate
DB00864	P62942	inhibitor
DB00864	P20815	substrate
DB00864	P08684	substrate
DB00864	P02768	substrate
DB00864	P02763	substrate
DB00864	P08183	inhibitor
DB00864	Q8WWZ7	substrate
DB00864	Q9Y6L6	inhibitor
DB00865	Q05940	other
DB00865	P08913	ant/agonist
DB00865	P35348	ant/agonist
DB00865	Q01959	inhibitor
DB00865	P08684	substrate
DB00865	P20813	substrate
DB00865	P16435	substrate
DB00866	P08588	ant/agonist
DB00866	P07550	ant/agonist
DB00866	P08908	ant/agonist
DB00866	P13945	ant/agonist
DB00866	P10635	substrate
DB00867	P07550	ant/agonist
DB00867	P52209	inhibitor
DB00868	Q14524	ant/agonist
DB00868	P06276	substrate
DB00869	P00918	inhibitor
DB00869	P22748	inhibitor
DB00869	P00915	inhibitor
DB00869	P07451	inhibitor
DB00869	P11712	substrate
DB00869	P00176	substrate
DB00869	P05181	substrate
DB00869	P05183	substrate
DB00870	P23219	inhibitor
DB00870	P35354	inhibitor
DB00870	P11712	inhibitor
DB00870	P22309	substrate
DB00870	P16662	substrate
DB00870	P02768	other
DB00870	Q96S37	inhibitor
DB00871	P07550	ant/agonist
DB00871	P13945	ant/agonist
DB00871	P08588	ant/agonist
DB00871	P06276	inhibitor
DB00872	P37288	ant/agonist
DB00872	P30518	ant/agonist
DB00872	P08684	inhibitor
DB00872	P08183	inhibitor
DB14596	P04150	ant/agonist
DB14596	P08684	substrate
DB14596	P27169	substrate
DB00874	Q05586	ant/agonist
DB00875	P14416	ant/agonist
DB00875	P28223	ant/agonist
DB00875	P21728	ant/agonist
DB00875	P35348	ant/agonist
DB00875	P11229	ant/agonist
DB00875	P20711	other
DB00875	P08183	inhibitor
DB00876	P30556	ant/agonist
DB00876	Q92887	other
DB00877	P42345	inhibitor
DB00877	P62942	other
DB00877	P09038	other
DB00877	P08684	substrate
DB00877	P20815	substrate
DB00877	P24462	substrate
DB00877	P08183	inhibitor
DB00877	Q9Y6L6	inhibitor
DB00877	Q96FL8	unknown
DB00878	P02768	substrate
DB00879	Q72547	inhibitor
DB00879	P27707	substrate
DB00879	P02768	other
DB00879	Q96FL8	substrate
DB00880	P55017	inhibitor
DB00880	P00915	inhibitor
DB00880	P00918	inhibitor
DB00880	Q4U2R8	inhibitor
DB00881	P12821	inhibitor
DB00881	P23141	substrate
DB00881	P02768	other
DB00881	P46059	substrate
DB00881	Q16348	substrate
DB00881	Q8TCC7	substrate
DB00882	P03372	ant/agonist
DB00882	P04278	unknown
DB00882	P05093	inhibitor
DB00882	P08183	substrate
DB00883	P16066	ant/agonist
DB00883	P05181	inhibitor
DB00884	P14324	inhibitor
DB00884	P35354	other
DB00886	P12821	unknown
DB00886	P08473	unknown
DB00887	Q13621	inhibitor
DB00887	P55011	inhibitor
DB00887	Q9UP95	inhibitor
DB00887	Q9H2X9	inhibitor
DB00887	P13569	ant/agonist
DB00887	P35354	other
DB00887	Q14973	inhibitor
DB00887	Q4U2R8	inhibitor
DB00887	Q8TCC7	inhibitor
DB00887	Q9NSA0	inhibitor
DB00887	Q9Y694	inhibitor
DB00887	P46721	substrate
DB00888	P06276	inhibitor
DB00889	P46098	ant/agonist
DB00889	P08684	substrate
DB00889	P04798	substrate
DB00890	P03372	ant/agonist
DB00890	P04278	unknown
DB00891	Q49184	inhibitor
DB00891	P11712	inhibitor
DB00892	Q9Y5Y9	inhibitor
DB00892	P06276	substrate
DB00893	P68871	other
DB00893	P69905	other
DB00893	P02794	other
DB00893	P02792	other
DB00893	P02787	substrate
DB00894	P11511	inhibitor
DB00895	P30273	ant/agonist
DB00895	P12319	ant/agonist
DB00896	P04150	ant/agonist
DB00896	P08684	substrate
DB00896	P20815	other
DB00896	P08185	other
DB00897	P14867	other
DB00897	P24462	substrate
DB00897	P08684	substrate
DB00897	P10632	inhibitor
DB00897	P20815	substrate
DB00898	P14867	ant/agonist
DB00898	Q8TCU5	ant/agonist
DB00898	P23415	ant/agonist
DB00898	P23416	ant/agonist
DB00898	Q02641	unknown
DB00898	P46098	unknown
DB00898	P47869	unknown
DB00898	Q9GZZ6	unknown
DB00898	Q13936	unknown
DB00898	P31644	unknown
DB00898	P48169	unknown
DB00898	P34903	unknown
DB00898	P42261	unknown
DB00898	Q06432	unknown
DB00898	Q15822	unknown
DB00898	Q16445	unknown
DB00898	P42262	unknown
DB00898	P48058	unknown
DB00898	P42263	unknown
DB00898	P43681	unknown
DB00898	P17787	unknown
DB00898	P48549	unknown
DB00898	P48051	unknown
DB00898	P19320	unknown
DB00898	Q99808	unknown
DB00898	P48544	unknown
DB00898	P36544	unknown
DB00898	Q9UGM1	unknown
DB00898	P18505	unknown
DB00898	P28472	unknown
DB00898	P47870	unknown
DB00898	Q13698	unknown
DB00898	Q01668	unknown
DB00898	P30926	unknown
DB00898	P32297	unknown
DB00898	P30532	unknown
DB00898	Q15825	unknown
DB00898	Q05901	unknown
DB00898	Q8N1C3	unknown
DB00898	Q99928	unknown
DB00898	P78334	unknown
DB00898	O00591	unknown
DB00898	Q9UN88	unknown
DB00898	O14764	unknown
DB00898	Q14542	unknown
DB00898	A5X5Y0	unknown
DB00898	O95264	unknown
DB00898	Q70Z44	unknown
DB00898	Q8WXA8	unknown
DB00898	Q9Y698	unknown
DB00898	Q92806	unknown
DB00898	P32004	unknown
DB00898	P04798	inhibitor
DB00898	P05177	substrate
DB00898	P20813	inhibitor
DB00898	P11712	inhibitor
DB00898	P33261	inhibitor
DB00898	P05181	substrate
DB00898	P08684	inhibitor
DB00898	Q02928	other
DB00898	P07327	substrate
DB00898	P00325	substrate
DB00898	P00326	substrate
DB00898	P11766	substrate
DB00898	P08319	substrate
DB00898	P40394	substrate
DB00898	P28332	substrate
DB00898	P14550	substrate
DB00899	P35372	ant/agonist
DB00899	P41143	ant/agonist
DB00899	P41145	ant/agonist
DB00900	Q72547	inhibitor
DB00900	P00491	substrate
DB00900	P02768	unknown
DB00900	Q4U2R8	substrate
DB00900	Q99808	unknown
DB00900	Q14542	unknown
DB00901	P07550	unknown
DB00902	P35367	ant/agonist
DB00903	P05023	inhibitor
DB00903	Q13621	inhibitor
DB00903	Q9UJU2	unknown
DB00903	P09211	inhibitor
DB00903	P09210	inhibitor
DB00903	P02768	unknown
DB00903	Q4U2R8	inhibitor
DB00904	P46098	ant/agonist
DB00904	Q13639	ant/agonist
DB00904	P35372	other
DB00904	P08908	other
DB00904	P28222	other
DB00904	P08684	substrate
DB00904	P05177	inhibitor
DB00904	P10635	substrate
DB00904	P20815	substrate
DB00904	P24462	substrate
DB00904	P11712	substrate
DB00904	P05181	substrate
DB00905	P43088	ant/agonist
DB00905	P34995	ant/agonist
DB00905	P43115	ant/agonist
DB00905	P08684	substrate
DB00905	P20815	substrate
DB00906	P30531	inhibitor
DB00906	P08684	substrate
DB00906	P22309	substrate
DB00907	Q01959	inhibitor
DB00907	P23975	inhibitor
DB00907	P35498	inhibitor
DB00907	P31645	inhibitor
DB00907	P11229	ant/agonist
DB00907	P08172	ant/agonist
DB00907	Q99720	ant/agonist
DB00907	P23141	substrate
DB00907	P08684	substrate
DB00907	P10635	inhibitor
DB00907	P10632	other
DB00907	P06276	substrate
DB00907	P02763	other
DB00907	O15244	inhibitor
DB00908	Q14524	inhibitor
DB00908	O00180	inhibitor
DB00908	Q9Y257	inhibitor
DB00908	Q12809	inhibitor
DB00908	P35348	ant/agonist
DB00908	P35368	ant/agonist
DB00908	P25100	ant/agonist
DB00908	P08684	inhibitor
DB00908	P24462	substrate
DB00908	P10635	inhibitor
DB00908	P05177	inhibitor
DB00908	P05181	substrate
DB00908	P04798	inhibitor
DB00908	P20813	inhibitor
DB00908	P11712	inhibitor
DB00908	P10632	inhibitor
DB00908	P02763	unknown
DB00908	O15244	inhibitor
DB00908	O15245	inhibitor
DB00908	O76082	inhibitor
DB00908	P08183	inhibitor
DB00908	P46721	inhibitor
DB00908	Q8TCC7	inhibitor
DB00908	Q92887	inhibitor
DB00908	Q9H015	inhibitor
DB00908	Q9Y6L6	inhibitor
DB00908	O95342	inhibitor
DB00909	P35498	inhibitor
DB00909	Q99250	inhibitor
DB00909	Q9NY46	inhibitor
DB00909	P35499	inhibitor
DB00909	Q14524	inhibitor
DB00909	Q15858	inhibitor
DB00909	Q9UI33	inhibitor
DB00909	Q07699	inhibitor
DB00909	O60939	inhibitor
DB00909	Q9NY72	inhibitor
DB00909	Q8IWT1	inhibitor
DB00909	O43497	inhibitor
DB00909	O95180	inhibitor
DB00909	Q9P0X4	inhibitor
DB00909	P00915	inhibitor
DB00909	P00918	inhibitor
DB00909	P07451	inhibitor
DB00909	P22748	inhibitor
DB00909	P35218	inhibitor
DB00909	Q9Y2D0	inhibitor
DB00909	P23280	inhibitor
DB00909	P43166	inhibitor
DB00909	P35219	inhibitor
DB00909	Q16790	inhibitor
DB00909	Q9NS85	inhibitor
DB00909	O75493	inhibitor
DB00909	O43570	inhibitor
DB00909	Q8N1Q1	inhibitor
DB00909	Q9ULX7	inhibitor
DB00909	P27338	inhibitor
DB00909	P21397	inhibitor
DB00909	P08684	substrate
DB00909	Q06278	substrate
DB00909	P33261	inhibitor
DB00909	P22309	substrate
DB00909	P20815	substrate
DB00909	P08183	inhibitor
DB00910	P11473	ant/agonist
DB00910	Q07973	substrate
DB00910	P08684	substrate
DB00910	P22310	substrate
DB00911	P08684	substrate
DB00911	O95342	substrate
DB00912	Q09428	inhibitor
DB00912	P37231	ant/agonist
DB00912	P08684	substrate
DB00912	P10632	substrate
DB00912	P02768	unknown
DB00912	Q9Y6L6	substrate
DB00912	O95342	substrate
DB00913	P35372	ant/agonist
DB00914	Q13131	other
DB00914	Q15842	inhibitor
DB00914	P10635	substrate
DB00914	O15244	inhibitor
DB00914	O15245	substrate
DB00915	P21430	inhibitor
DB00915	Q8TCU5	ant/agonist
DB00915	P36544	ant/agonist
DB00915	P14416	ant/agonist
DB00915	P43681	ant/agonist
DB00915	P32297	ant/agonist
DB00915	P20711	other
DB00915	P27338	inhibitor
DB00915	O15244	inhibitor
DB00915	O15245	inhibitor
DB00916	O25608	other
DB00916	P11712	inhibitor
DB00916	P08684	inhibitor
DB00916	P10632	inhibitor
DB00916	P22309	substrate
DB00916	P11509	substrate
DB00916	P20815	substrate
DB00916	P24462	substrate
DB00916	P08183	inhibitor
DB00917	P43116	ant/agonist
DB00917	P34995	ant/agonist
DB00917	P43115	ant/agonist
DB00917	P35408	ant/agonist
DB00917	Q9Y5Y4	ant/agonist
DB00917	O15244	inhibitor
DB00917	O15440	inhibitor
DB00917	Q4U2R8	inhibitor
DB00917	Q8TCC7	inhibitor
DB00917	Q9NSA0	inhibitor
DB00917	Q9Y694	inhibitor
DB00917	O15439	substrate
DB00917	O94956	substrate
DB00917	P46721	substrate
DB00917	Q86UW1	substrate
DB00917	Q86UW2	substrate
DB00917	Q92959	substrate
DB00917	Q96BD0	substrate
DB00917	Q9NYB5	substrate
DB00917	Q9UIG8	substrate
DB00917	Q9Y6L6	substrate
DB00918	P28222	ant/agonist
DB00918	P28221	ant/agonist
DB00918	P08684	substrate
DB00918	P10635	substrate
DB00918	P21397	substrate
DB00918	P31513	substrate
DB00918	P33261	substrate
DB00918	P05181	substrate
DB00918	P10632	substrate
DB00919	P0A7S3	inhibitor
DB00920	P35367	ant/agonist
DB00920	P52209	inhibitor
DB00921	P35372	ant/agonist
DB00921	P41145	ant/agonist
DB00921	P41143	ant/agonist
DB00921	P41146	unknown
DB00921	P08684	inhibitor
DB00921	P20815	substrate
DB00921	P11712	substrate
DB00921	P10632	substrate
DB00921	P24462	substrate
DB00921	P10635	inhibitor
DB00921	P33260	substrate
DB00921	P33261	inhibitor
DB00921	P08183	inhibitor
DB00921	Q9UNQ0	inhibitor
DB00922	P63316	other
DB00922	Q14654	other
DB00922	Q15842	other
DB00922	Q14432	inhibitor
DB00923	Q70KI2	inhibitor
DB00924	P28223	ant/agonist
DB00924	P41595	ant/agonist
DB00924	P28335	ant/agonist
DB00924	P50406	ant/agonist
DB00924	P31645	inhibitor
DB00924	P23975	inhibitor
DB00924	P34969	ant/agonist
DB00924	O00206	inhibitor
DB00924	Q06278	inhibitor
DB00924	P08684	substrate
DB00924	P05177	substrate
DB00924	P10635	substrate
DB00924	P22310	substrate
DB00924	P36537	substrate
DB00924	P02768	substrate
DB00925	P35348	ant/agonist
DB00925	P08913	ant/agonist
DB00925	P18825	ant/agonist
DB00925	P18089	ant/agonist
DB00925	P0DP23	inhibitor
DB00925	P07550	unknown
DB00925	P35368	ant/agonist
DB00925	P25100	ant/agonist
DB00925	O15244	inhibitor
DB00925	O15245	inhibitor
DB00925	O75751	inhibitor
DB00926	P10276	ant/agonist
DB00926	P19793	ant/agonist
DB00926	P10826	ant/agonist
DB00926	P48443	ant/agonist
DB00926	P28702	ant/agonist
DB00926	P13631	ant/agonist
DB00926	P11511	inhibitor
DB00926	P29762	unknown
DB00927	P25021	ant/agonist
DB00927	P05177	inhibitor
DB00927	Q4U2R8	substrate
DB00927	Q8TCC7	inhibitor
DB00927	O15244	inhibitor
DB00927	Q96FL8	inhibitor
DB00928	P26358	inhibitor
DB00928	P32320	substrate
DB00929	P43115	ant/agonist
DB00929	P43116	ant/agonist
DB00929	P35408	ant/agonist
DB00929	P34995	ant/agonist
DB00931	P02768	unknown
DB00932	Q72874	inhibitor
DB00932	P08684	inhibitor
DB00932	P10635	inhibitor
DB00932	P33261	inhibitor
DB00932	P22309	other
DB00932	O95342	inhibitor
DB00932	O94956	inhibitor
DB00932	Q9Y6L6	inhibitor
DB00932	Q9NPD5	inhibitor
DB00932	P08183	inhibitor
DB00933	P28223	ant/agonist
DB00933	P14416	ant/agonist
DB00933	P10635	substrate
DB00934	P23975	inhibitor
DB00934	P35367	ant/agonist
DB00934	P11229	ant/agonist
DB00934	P08172	ant/agonist
DB00934	P20309	ant/agonist
DB00934	P08173	ant/agonist
DB00934	P08912	ant/agonist
DB00934	P35348	ant/agonist
DB00934	P28223	other
DB00934	P28335	other
DB00934	P34969	ant/agonist
DB00934	P14416	other
DB00934	P08913	ant/agonist
DB00934	P10635	substrate
DB00934	P05177	substrate
DB00934	P02763	unknown
DB00935	P35348	ant/agonist
DB00935	P08913	ant/agonist
DB00935	P18825	ant/agonist
DB00935	P18089	other
DB00935	P35368	ant/agonist
DB00935	P25100	ant/agonist
DB00936	P23219	inhibitor
DB00936	P35354	inhibitor
DB00936	Q04828	inhibitor
DB00936	P11712	substrate
DB00936	P02768	other
DB00936	Q4U2R8	inhibitor
DB00936	Q63ZE4	inhibitor
DB00936	Q8TCC7	inhibitor
DB00936	Q9NSA0	inhibitor
DB00936	O94956	substrate
DB00936	P53985	substrate
DB00936	Q9Y694	substrate
DB00937	P23975	inhibitor
DB00937	Q01959	inhibitor
DB00938	P07550	ant/agonist
DB00938	P08588	ant/agonist
DB00938	P13945	ant/agonist
DB00938	P08684	substrate
DB00938	P20815	substrate
DB00938	P24462	substrate
DB00938	P10632	inhibitor
DB00938	P02768	other
DB00938	P02763	other
DB00938	O15245	inhibitor
DB00938	O75751	inhibitor
DB00938	O15244	inhibitor
DB00939	P23219	inhibitor
DB00939	P35354	inhibitor
DB00939	P09917	inhibitor
DB00939	O43526	other
DB00939	O43525	other
DB00939	P05543	substrate
DB00939	Q4U2R8	inhibitor
DB00939	Q9NYB5	inhibitor
DB00940	P11229	ant/agonist
DB00940	P25021	ant/agonist
DB00940	P08172	unknown
DB00940	P20309	unknown
DB00940	P08173	unknown
DB00940	P08912	unknown
DB00940	P22303	inhibitor
DB00941	P06276	inhibitor
DB00942	P11229	ant/agonist
DB00943	Q72547	inhibitor
DB00943	P27707	substrate
DB00943	P02768	unknown
DB00943	Q4U2R8	substrate
DB00943	Q9Y694	substrate
DB00943	Q99808	unknown
DB00943	Q14542	unknown
DB00944	P22303	inhibitor
DB00944	P06276	inhibitor
DB00945	P23219	inhibitor
DB00945	P35354	inhibitor
DB00945	Q04828	inhibitor
DB00945	Q13131	other
DB00945	P25101	inhibitor
DB00945	P04637	other
DB00945	P11021	other
