drug_id	target_id	action
DB04282	Q54331	unknown
DB04282	P22073	unknown
DB04282	P09848	unknown
DB04282	P07986	unknown
DB04284	P0AFM2	unknown
DB04285	P18031	unknown
DB04286	P02925	unknown
DB04286	P36946	unknown
DB04287	P14555	unknown
DB04288	P24941	unknown
DB04289	P9WGR1	unknown
DB04293	P00811	unknown
DB04294	P9WJJ7	unknown
DB04295	P11217	unknown
DB04296	P0AG16	unknown
DB04297	Q9BY41	unknown
DB04297	O67135	unknown
DB04297	Q8WUI4	unknown
DB04298	P26663	unknown
DB04299	P17174	unknown
DB04299	P00509	unknown
DB04299	P28593	unknown
DB04299	Q56232	unknown
DB04299	P95468	unknown
DB04301	P07477	unknown
DB04302	P0A953	unknown
DB04302	P9WQD9	unknown
DB04303	O68541	unknown
DB04303	Q8VVD2	unknown
DB04304	P22073	unknown
DB04306	P22906	unknown
DB04306	Q86XF0	unknown
DB04307	P27338	other
DB04310	O31410	unknown
DB04310	Q8NX78	unknown
DB04310	Q9I7A8	unknown
DB04310	P0A6K3	unknown
DB04310	P68826	unknown
DB04310	Q93LE9	unknown
DB04310	Q819U0	unknown
DB04310	Q819K2	unknown
DB04310	Q82ZJ0	unknown
DB04310	P68771	unknown
DB04310	Q9HBH1	unknown
DB04311	P07477	unknown
DB04312	P00326	unknown
DB04314	P07617	unknown
DB04315	Q8N142	unknown
DB04315	P13551	unknown
DB04315	P49411	unknown
DB04315	Q9X1F8	unknown
DB04315	P32056	unknown
DB04315	P38424	unknown
DB04315	P41091	unknown
DB04315	P63096	unknown
DB04315	O07347	unknown
DB04315	P11488	unknown
DB04315	P60339	unknown
DB04315	P51151	unknown
DB04315	P15531	unknown
DB04315	Q15382	unknown
DB04315	P60953	unknown
DB04315	Q83JC4	unknown
DB04315	P84077	unknown
DB04315	P13639	unknown
DB04315	Q54089	unknown
DB04315	P10114	unknown
DB04315	Q7Z2Z2	unknown
DB04315	P40616	unknown
DB04315	P62826	unknown
DB04315	P51149	unknown
DB04315	Q6NXR0	unknown
DB04315	P15170	unknown
DB04315	P20339	unknown
DB04315	P01112	unknown
DB04315	P68104	unknown
DB04315	P61586	unknown
DB04315	P18085	unknown
DB04315	P21980	unknown
DB04315	O60547	unknown
DB04315	P62491	unknown
DB04315	P11233	unknown
DB04315	P0A7D4	unknown
DB04315	Q01698	unknown
DB04315	Q96KC2	unknown
DB04315	P9WN95	unknown
DB04315	Q08188	unknown
DB04315	Q26000	unknown
DB04315	Q92930	unknown
DB04315	P62330	unknown
DB04315	P36405	unknown
DB04315	P22392	unknown
DB04315	Q51366	unknown
DB04315	P63000	unknown
DB04315	Q9X242	unknown
DB04315	Q9Y6B6	unknown
DB04315	Q9U8D3	unknown
DB04315	Q9Y689	unknown
DB04316	P15085	unknown
DB04317	P00864	unknown
DB04318	P24347	unknown
DB04320	P51698	unknown
DB04322	P11586	unknown
DB04324	P50579	unknown
DB04324	P53582	unknown
DB04325	P46883	unknown
DB04325	P07478	unknown
DB04325	P07477	unknown
DB04326	P04075	unknown
DB04326	P60174	unknown
DB04326	P05062	unknown
DB04326	P0AB87	unknown
DB04327	Q8YSC4	unknown
DB04327	Q9UNN8	unknown
DB04327	P60484	substrate
DB04328	P0A6D3	unknown
DB04328	Q9S400	unknown
DB04330	P04015	unknown
DB04331	P52732	unknown
DB04334	Q16853	unknown
DB04334	P46883	unknown
DB04334	P46881	unknown
DB04335	Q9GPQ4	unknown
DB04335	P00491	unknown
DB04335	P0ABP8	unknown
DB04335	P47989	substrate
DB04335	Q9HAS3	unknown
DB04336	P07477	unknown
DB04337	P02144	unknown
DB04338	Q16539	unknown
DB04338	P28482	unknown
DB04339	P09211	unknown
DB04340	P15555	unknown
DB04342	P14489	unknown
DB04343	P37330	unknown
DB04343	P9WKK7	unknown
DB04343	P9WK17	unknown
DB04343	P9WGY3	unknown
DB04343	O15427	substrate
DB04345	Q9WZW1	unknown
DB04345	P30043	unknown
DB04346	Q8Z2X8	unknown
DB04347	Q6GII7	unknown
DB04347	P15474	unknown
DB04348	P19835	unknown
DB04348	Q96RI1	unknown
DB04348	P51161	other
DB04348	O95342	substrate
DB04348	P33527	inhibitor
DB04348	P46721	inhibitor
DB04348	Q12908	substrate
DB04348	Q92887	other
DB04348	Q9Y6L6	inhibitor
DB04348	O15438	inhibitor
DB04348	O15439	inhibitor
DB04348	P08183	inhibitor
DB04348	Q4U2R8	inhibitor
DB04348	Q5T3U5	inhibitor
DB04348	Q8TCC7	inhibitor
DB04348	Q96BD0	inhibitor
DB04348	Q96J66	inhibitor
DB04348	Q9NYB5	inhibitor
DB04348	Q9UIG8	inhibitor
DB04348	Q9UNQ0	inhibitor
DB04348	O94956	substrate
DB04348	P53985	substrate
DB04348	Q14973	substrate
DB04348	Q86UW1	substrate
DB04348	Q86UW2	substrate
DB04348	Q9NPD5	substrate
DB04348	Q9UPY5	unknown
DB04349	P39126	unknown
DB04349	O07015	unknown
DB04350	Q873X9	unknown
DB04350	Q13231	unknown
DB04351	Q99798	unknown
DB04351	P36683	unknown
DB04352	P36946	unknown
DB04352	Q9BW91	unknown
DB04353	P12499	unknown
DB04356	P00492	unknown
DB04356	P05177	substrate
DB04359	O31156	unknown
DB04360	P00811	unknown
DB04361	P13650	unknown
DB04363	P30043	unknown
DB04365	P11229	unknown
DB04365	P20309	unknown
DB04366	P15531	unknown
DB04367	Q07912	unknown
DB04367	P49759	unknown
DB04368	P0A6K3	unknown
DB04368	Q9HBH1	inhibitor
DB04369	P35030	unknown
DB04371	P00918	unknown
DB04372	Q9UKL6	unknown
DB04373	P46925	unknown
DB04374	Q9UJM8	unknown
DB04376	Q05655	unknown
DB04377	P04035	unknown
DB04378	P46925	unknown
DB04379	P00797	unknown
DB04379	P05181	substrate
DB04380	P77425	unknown
DB04381	P05091	unknown
DB04382	P00722	unknown
DB04385	P0ABF6	unknown
DB04386	Q9AQS0	unknown
DB04387	P00797	unknown
DB04387	P0DJ06	unknown
DB04388	Q88K39	unknown
DB04389	P49789	unknown
DB04391	P07477	unknown
DB04392	P38489	unknown
DB04392	P15559	unknown
DB04392	P41407	unknown
DB04393	O24990	unknown
DB04394	P00918	unknown
DB04395	P0A6H7	unknown
DB04395	P29323	unknown
DB04395	Q04230	unknown
DB04395	P13569	unknown
DB04395	P55072	unknown
DB04395	Q96QT4	unknown
DB04395	Q12756	unknown
DB04395	P49368	unknown
DB04395	Q9WZ57	unknown
DB04395	P78362	unknown
DB04395	P53778	unknown
DB04395	Q9RA63	unknown
DB04395	P37093	unknown
DB04395	P23837	unknown
DB04395	P20083	unknown
DB04395	P51570	unknown
DB04395	P0A7G9	unknown
DB04395	Q06609	unknown
DB04395	P03960	unknown
DB04395	P49841	unknown
DB04395	P23919	unknown
DB04395	Q56310	unknown
DB04395	P08069	unknown
DB04395	P11309	unknown
DB04395	P45510	unknown
DB04395	P0A6I3	unknown
DB04395	P19367	unknown
DB04395	P33221	unknown
DB04395	P06239	unknown
DB04395	P68400	unknown
DB04395	P29317	unknown
DB04395	P59846	unknown
DB04395	P53779	unknown
DB04395	P0A820	unknown
DB04395	P45066	unknown
DB04395	P0AEJ4	unknown
DB04395	P0AES6	unknown
DB04395	P23367	unknown
DB04395	Q99661	unknown
DB04395	P23677	unknown
DB04395	Q02880	unknown
DB04395	P48637	unknown
DB04395	Q83LD8	unknown
DB04395	Q16877	unknown
DB04395	P0A3Y5	unknown
DB04395	P53355	unknown
DB04395	P08690	unknown
DB04395	P68133	unknown
DB04395	P0A6C8	unknown
DB04396	P32890	unknown
DB04396	P02920	unknown
DB04396	O14594	unknown
DB04396	P09382	unknown
DB04397	P36871	unknown
DB04398	P09546	unknown
DB04398	Q9RW27	unknown
DB04398	O60669	inhibitor
DB04398	O94956	inhibitor
DB04398	P53985	inhibitor
DB04398	Q8TF71	inhibitor
DB04398	Q92959	inhibitor
DB04398	O15427	substrate
DB04400	P07101	unknown
DB04400	P61457	unknown
DB04400	P00439	unknown
DB04400	Q01782	unknown
DB04400	P35228	unknown
DB04400	P56740	unknown
DB04401	P77674	unknown
DB04404	P11797	unknown
DB04404	P07254	unknown
DB04404	Q13231	unknown
DB04405	P39900	unknown
DB04407	P24941	unknown
DB04408	P0A3S0	unknown
DB04409	P05230	unknown
DB04410	P07478	unknown
DB04410	P07477	unknown
DB04411	Q56148	unknown
DB04414	P52687	unknown
DB04416	P08254	unknown
DB04417	P50225	unknown
DB04417	P19961	unknown
DB04418	Q8N142	unknown
DB04419	P01270	unknown
DB04419	P20823	unknown
DB04419	P00439	unknown
DB04422	Q9X112	unknown
DB04422	Q9WYA5	unknown
DB04422	O34667	unknown
DB04424	P07477	unknown
DB04425	P56740	unknown
DB04426	P11226	unknown
DB04427	P25779	unknown
DB04429	P04278	unknown
DB04430	P62594	unknown
DB04430	P62593	unknown
DB04432	P07477	unknown
DB04433	P11797	unknown
DB04434	P36897	unknown
DB04436	P04179	unknown
DB04437	P15090	unknown
DB04438	P0C0E6	unknown
DB04439	P80099	unknown
DB04440	P00813	unknown
DB04441	P0ABP8	unknown
DB04442	P07477	unknown
DB04444	P0A6C8	unknown
DB04444	P63096	unknown
DB04444	O14983	unknown
DB04444	P11488	unknown
DB04444	P30085	unknown
DB04444	P35749	unknown
DB04444	Q7Z406	unknown
DB04444	P62219	unknown
DB04444	P0A9J6	unknown
DB04445	Q06520	unknown
DB04446	P07477	unknown
DB04447	P21340	unknown
DB04447	P96618	unknown
DB04447	P06988	unknown
DB04447	P15770	unknown
DB04447	P09382	unknown
DB04447	Q9UQM7	unknown
DB04447	P60493	unknown
DB04447	P00352	unknown
DB04447	Q9HZZ3	unknown
DB04447	P32427	unknown
DB04447	Q96QT4	unknown
DB04447	Q9RC92	unknown
DB04447	P65389	unknown
DB04447	Q02192	unknown
DB04447	Q9UJ68	unknown
DB04447	O87949	unknown
DB04447	O15169	unknown
DB04447	P23284	unknown
DB04447	Q9ZEU2	unknown
DB04447	P0A884	unknown
DB04447	P60174	unknown
DB04447	O43708	unknown
DB04447	P04035	unknown
DB04447	P22262	unknown
DB04448	P00326	unknown
DB04450	P08100	unknown
DB04450	Q9L6V3	unknown
DB04450	P0A6A8	unknown
DB04450	P53554	unknown
DB04451	P0DJ06	unknown
DB04451	O60911	unknown
DB04452	P15917	unknown
DB04453	P04746	other
DB04454	P01133	unknown
DB04454	P43683	unknown
DB04454	P50440	unknown
DB04454	P03369	unknown
DB04455	P0AFM2	unknown
DB04455	P74645	unknown
DB04456	P08690	unknown
DB04456	P08692	unknown
DB04457	P04531	unknown
DB04457	P0A884	unknown
DB04459	P00746	unknown
DB04460	P0A7D4	unknown
DB04461	P06132	unknown
DB04462	P68400	unknown
DB04463	P16152	other
DB04464	P0A6W9	unknown
DB04464	P07998	unknown
DB04464	Q16740	unknown
DB04464	Q92696	unknown
DB04464	P53611	unknown
DB04464	P07173	unknown
DB04464	P06008	unknown
DB04464	P06009	unknown
DB04464	P06010	unknown
DB04464	P35089	unknown
DB04464	P35094	unknown
DB04464	P26789	unknown
DB04464	P26790	unknown
DB04464	P01008	unknown
DB04464	P61769	unknown
DB04464	P03886	unknown
DB04464	P01889	unknown
DB04464	P09152	unknown
DB04464	P11349	unknown
DB04464	P11350	unknown
DB04464	P29377	unknown
DB04464	P00269	unknown
DB04464	P13073	unknown
DB04464	P00395	unknown
DB04464	P00403	unknown
DB04464	P00414	unknown
DB04464	P20674	unknown
DB04464	P10606	unknown
DB04464	P09669	unknown
DB04464	P24311	unknown
DB04464	P15954	unknown
DB04464	P10176	unknown
DB04464	Q02221	unknown
DB04464	P14854	unknown
DB04464	P24310	unknown
DB04464	P23882	unknown
DB04464	P22629	unknown
DB04464	P04271	unknown
DB04464	P0C1V1	unknown
DB04464	P0CG48	unknown
DB04464	A5HEI4	unknown
DB04464	P39300	unknown
DB04464	P19909	unknown
DB04465	Q7Z4J2	unknown
DB04465	Q9NZD2	unknown
DB04465	Q7SI98	unknown
DB04465	P26514	unknown
DB04465	P00722	unknown
DB04465	P17931	unknown
DB04465	Q02834	unknown
DB04465	P16278	unknown
DB04466	O75469	unknown
DB04467	Q9ZHG9	unknown
DB04467	P10724	unknown
DB04467	P00509	unknown
DB04468	Q92731	unknown
DB04468	P62508	unknown
DB04468	P03372	unknown
DB04468	P04155	unknown
DB04468	P11474	inhibitor
DB04468	O75469	unknown
DB04468	P04278	unknown
DB04469	Q08499	unknown
DB04470	P07477	unknown
DB04471	P03372	unknown
DB04472	Q93D82	unknown
DB04472	O00182	unknown
DB04473	P27914	unknown
DB04473	P05884	unknown
DB04473	P01857	unknown
DB04473	P27915	unknown
DB04474	P33038	unknown
DB04474	P31151	unknown
DB04474	P15090	unknown
DB04474	P02766	unknown
DB04476	P80188	unknown
DB04477	O14556	unknown
DB04478	Q00796	unknown
DB04480	P36897	unknown
DB04481	Q9X112	unknown
DB04482	P44490	unknown
DB04482	P42216	unknown
DB04483	P49424	unknown
DB04485	P24425	unknown
DB04485	O00142	unknown
DB04485	Q9HU22	unknown
DB04485	P0A927	unknown
DB04485	P9WKE1	unknown
DB04485	P03176	unknown
DB04485	P12758	unknown
DB04485	Q9HAS3	unknown
DB04487	P02778	unknown
DB04488	P15555	unknown
DB04489	O75976	unknown
DB04490	P04584	unknown
DB04491	P00751	unknown
DB04491	Q9KX40	unknown
DB04491	P27487	unknown
DB04491	P00782	unknown
DB04492	Q46079	unknown
DB04493	P09467	unknown
DB04493	P16118	unknown
DB04493	P00512	unknown
DB04493	Q16877	unknown
DB04493	P06744	unknown
DB04494	P52687	unknown
DB04495	P12931	unknown
DB04496	P9WKD7	unknown
DB04498	P44801	unknown
DB04499	Q93D82	unknown
DB04501	P00183	unknown
DB04502	P25779	unknown
DB04503	P0A884	unknown
DB04505	P07900	unknown
DB04508	P32884	unknown
DB04510	P00558	unknown
DB04510	P36204	unknown
DB04510	Q07412	unknown
DB04510	Q9X519	unknown
DB04510	P15259	unknown
DB04510	P60174	unknown
DB04511	Q44244	unknown
DB04512	Q8WX39	unknown
DB04513	P0DP23	unknown
DB04513	P63316	unknown
DB04513	P19429	unknown
DB04514	P07998	unknown
DB04515	Q46079	unknown
DB04516	Q9NPH2	unknown
DB04517	P06983	unknown
DB04518	P24941	unknown
DB04519	P0A953	unknown
DB04519	P0ADA1	unknown
DB04519	Q07869	unknown
DB04519	Q4U2R8	inhibitor
DB04519	Q8TCC7	inhibitor
DB04519	Q9NSA0	inhibitor
DB04520	P11797	unknown
DB04520	Q54276	unknown
DB04521	Q16772	unknown
DB04522	P17612	unknown
DB04522	O32723	unknown
DB04522	P02974	unknown
DB04522	P00634	unknown
DB04522	P29508	unknown
DB04522	P51584	unknown
DB04522	P08100	unknown
DB04522	Q9UL54	unknown
DB04522	Q03721	unknown
DB04522	P05451	unknown
DB04522	Q15796	unknown
DB04522	O31465	unknown
DB04522	P25924	unknown
DB04522	P07515	unknown
DB04522	P13569	unknown
DB04522	O15530	unknown
DB04522	P11309	unknown
DB04522	Q04759	unknown
DB04522	P26276	unknown
DB04522	P11217	unknown
DB04523	P43235	unknown
DB04524	P0A6R0	unknown
DB04525	P18031	unknown
DB04526	P06971	unknown
DB04527	O00187	unknown
DB04528	P71278	unknown
DB04529	Q9AFC7	unknown
DB04529	P96558	unknown
DB04530	P36952	unknown
DB04530	P9WH11	unknown
DB04530	Q01064	unknown
DB04530	O60493	unknown
DB04530	P39805	unknown
DB04530	Q99418	unknown
DB04530	P0A884	unknown
DB04530	Q07343	unknown
DB04530	P04818	unknown
DB04530	P17612	unknown
DB04530	P11309	unknown
DB04530	P05089	unknown
DB04530	P00722	unknown
DB04530	P39126	unknown
DB04530	P0AEX9	unknown
DB04530	P0ACB2	unknown
DB04531	P16455	unknown
DB04532	P00720	unknown
DB04532	Q05603	unknown
DB04533	Q05603	unknown
DB04534	P35228	unknown
DB04534	P29474	unknown
DB04537	P00953	unknown
DB04537	P23381	unknown
DB04538	O66145	unknown
DB04539	Q9S400	inhibitor
DB04539	P0A6D3	unknown
DB04539	P11511	unknown
DB04539	P02768	unknown
DB04540	P35398	unknown
DB04540	Q14994	unknown
DB04540	P11473	unknown
DB04540	Q9ULY5	other
DB04540	P08183	inhibitor
DB04540	Q9UNQ0	other
DB04541	P11797	unknown
DB04542	P15531	unknown
DB04543	P28720	unknown
DB04544	P11217	unknown
DB04545	Q08638	unknown
DB04545	Q79G13	unknown
DB04545	O85465	unknown
DB04546	Q9GPQ4	unknown
DB04547	P03366	unknown
DB04548	Q53591	unknown
DB04548	Q9KWU1	unknown
DB04548	Q54873	unknown
DB04548	Q46079	unknown
DB04549	P00918	unknown
DB04551	P0A6F3	unknown
DB04551	P30613	unknown
DB04551	Q92959	inhibitor
DB04552	P04054	inhibitor
DB04552	P35354	inhibitor
DB04552	P51800	other
DB04552	P23219	unknown
DB04552	P47712	unknown
DB04552	O60656	inhibitor
DB04552	O60669	inhibitor
DB04552	P53985	inhibitor
DB04553	Q70AC7	unknown
DB04553	Q00740	unknown
DB04554	P0A820	unknown
DB04555	Q8RQP5	unknown
DB04555	P0A0Z8	unknown
DB04555	P0A6I0	unknown
DB04555	P14169	unknown
DB04555	P62619	unknown
DB04555	P42216	unknown
DB04556	P22303	unknown
DB04557	P29498	unknown
DB04557	P23219	unknown
DB04557	Q07869	unknown
DB04557	Q96RI1	other
DB04557	P19793	unknown
DB04557	P11712	substrate
DB04557	P15090	unknown
DB04557	P02768	unknown
DB04557	P12104	unknown
DB04557	Q92959	substrate
DB04559	P29474	unknown
DB04560	P0ACB2	unknown
DB04560	P13716	unknown
DB04560	Q59334	unknown
DB04561	P29768	unknown
DB04562	Q99798	unknown
DB04563	P07477	unknown
DB04564	P09848	unknown
DB04565	P06820	unknown
DB04566	P0C0H6	unknown
DB04566	Q8N142	unknown
DB04566	P0A9M2	unknown
DB04566	Q83P33	unknown
DB04566	Q27796	unknown
DB04566	P11217	unknown
DB04566	P0A7D4	unknown
DB04566	P12268	unknown
DB04568	Q8ZKR2	unknown
DB04569	P43133	unknown
DB04570	P42971	inhibitor
DB04570	P02918	inhibitor
DB04570	P02919	inhibitor
DB04570	P24228	inhibitor
DB04572	P20813	inhibitor
DB04572	P08684	substrate
DB04572	P06276	inhibitor
DB04573	P03372	ant/agonist
DB04573	Q92731	ant/agonist
DB04573	P04278	unknown
DB04573	P46721	inhibitor
DB04573	P08183	substrate
DB04574	P03372	ant/agonist
DB04574	Q92731	ant/agonist
DB04574	P08684	substrate
DB04574	P05177	substrate
DB04574	P11712	inhibitor
DB04574	P04278	unknown
DB04574	P02768	unknown
DB04574	Q96FL8	substrate
DB04574	Q86VL8	substrate
DB04575	P03372	ant/agonist
DB04576	P11388	inhibitor
DB04576	P43700	inhibitor
DB04576	P43702	inhibitor
DB04577	P27487	unknown
DB04578	P27487	unknown
DB04579	P07858	unknown
DB04580	Q57VC7	unknown
DB04581	Q16769	unknown
DB04583	Q02127	unknown
DB04585	P05089	unknown
DB04586	P0A884	unknown
DB04588	P07900	unknown
DB04590	P08709	unknown
DB04591	P00734	unknown
DB04592	P22869	unknown
DB04593	P08709	unknown
DB04594	P35914	unknown
DB04596	Q9AQS0	unknown
DB04597	Q9AQS0	unknown
DB04598	Q1LCS4	unknown
DB04599	P28223	unknown
DB04599	P14416	unknown
DB04599	P42262	unknown
DB04599	P42263	unknown
DB04600	P00918	unknown
DB04601	P00918	unknown
DB04602	P61927	unknown
DB04604	P78368	unknown
DB04604	Q8TF76	unknown
DB04604	P27361	unknown
DB04605	Q57VC7	unknown
DB04606	P08709	unknown
DB04607	P24941	unknown
DB04608	P30291	unknown
DB04609	P04585	unknown
DB04610	P26281	unknown
DB04612	P98170	unknown
DB04614	P22303	unknown
DB04615	P22303	unknown
DB04616	P22303	unknown
DB04617	P22303	unknown
DB04618	P04746	unknown
DB04619	Q84EX5	unknown
DB04620	Q05586	unknown
DB04622	Q16769	unknown
DB04623	Q8Q3H0	unknown
DB04624	O52646	unknown
DB04627	P0A1F6	unknown
DB04628	P11797	unknown
DB04628	P07254	unknown
DB04629	P68133	unknown
DB04630	P08235	unknown
DB04630	P04150	unknown
DB04630	P15538	substrate
DB04630	P19099	substrate
DB04630	P05093	other
DB04630	P08684	substrate
DB04630	P08183	substrate
DB04630	O76082	inhibitor
DB04630	P46721	inhibitor
DB04631	P0AC41	unknown
DB04631	P07014	unknown
DB04631	P69054	unknown
DB04631	P0AC44	unknown
DB04632	Q16539	unknown
DB04633	P21673	unknown
DB04634	P13901	unknown
DB04634	P08617	unknown
DB04634	P06441	unknown
DB04636	Q16769	unknown
DB04637	P22869	unknown
DB04638	O14983	unknown
DB04639	P35961	unknown
DB04639	P01857	unknown
DB04640	Q27743	unknown
DB04640	Q8P9V9	unknown
DB04641	Q27743	unknown
DB04642	P11217	unknown
DB04643	P11217	unknown
DB04644	P11217	unknown
DB04645	P11217	unknown
DB04646	P83791	unknown
DB04646	P83794	unknown
DB04646	P83792	unknown
DB04646	P83793	unknown
DB04646	P83797	unknown
DB04646	P83795	unknown
DB04646	P83796	unknown
DB04646	P83798	unknown
DB04647	P0AEB3	unknown
DB04647	P0AEB2	unknown
DB04648	P05089	unknown
DB04649	P0C2P0	unknown
DB04650	P22629	unknown
DB04651	P06709	unknown
DB04652	P08235	unknown
DB04652	P28845	unknown
DB04652	Q15788	unknown
DB04652	P08684	substrate
DB04653	P07384	unknown
DB04654	P07477	unknown
DB04654	P20231	unknown
DB04655	P50135	unknown
DB04656	P15474	unknown
DB04657	P31040	unknown
DB04658	Q08638	unknown
DB04659	P09848	unknown
DB04660	P17900	unknown
DB04661	P15813	unknown
DB04662	P24941	unknown
DB04664	P20813	unknown
DB04665	P11509	unknown
DB04665	P11712	substrate
DB04669	P24941	unknown
DB04671	P13981	unknown
DB04672	Q9NPB1	unknown
DB04673	P00742	unknown
DB04674	P25101	unknown
DB04674	Q04828	unknown
DB04674	P02766	unknown
DB04676	P01877	unknown
DB04677	P27338	unknown
DB04678	P16442	unknown
DB04679	P16442	unknown
DB04680	P16442	unknown
DB04681	P16442	unknown
DB04682	P02585	unknown
DB04683	Q13285	unknown
DB04685	Q8II92	unknown
DB04685	P33316	unknown
DB04687	Q93LD7	unknown
DB04688	P01859	unknown
DB04688	P01834	unknown
DB04689	P37231	unknown
DB04690	P11387	unknown
DB04690	P02768	unknown
DB04690	P08183	substrate
DB04690	Q9UNQ0	substrate
DB04693	P00947	unknown
DB04695	P60472	unknown
DB04695	O95749	unknown
DB04695	Q03426	unknown
DB04695	A9JQL9	unknown
DB04696	P0A884	unknown
DB04697	P00734	unknown
DB04698	Q48255	unknown
DB04699	Q8XL08	unknown
DB04700	Q9Y2Q3	unknown
DB04701	P28161	unknown
DB04702	Q4R2T2	unknown
DB04703	Q96GD4	unknown
DB04707	Q13464	inhibitor
DB04707	P17612	unknown
DB04707	P61925	unknown
DB04709	P10275	unknown
DB04711	P02768	other
DB04713	P80561	unknown
DB04714	P60472	unknown
DB04714	P14324	unknown
DB04714	O95749	unknown
DB04714	A0R559	unknown
DB04714	P9WFF7	unknown
DB04714	P62623	unknown
DB04715	P11309	unknown
DB04716	O60674	unknown
DB04716	O43293	unknown
DB04716	P23458	unknown
DB04716	P52333	unknown
DB04716	P29597	unknown
DB04719	P68400	unknown
DB04720	P68400	unknown
DB04721	P68400	unknown
DB04722	P00734	unknown
DB04723	P15086	unknown
DB04724	P20701	unknown
DB04725	Q9NZK7	unknown
DB04725	P35354	unknown
DB04725	P09917	unknown
DB04725	P11712	substrate
DB04725	P10632	inhibitor
DB04725	P51589	substrate
DB04725	P35503	substrate
DB04727	P35968	unknown
DB04729	P0A7S3	other
DB04731	P29827	unknown
DB04732	P9WHU1	unknown
DB04732	P9WHT9	unknown
DB04733	P04075	unknown
DB04734	P0C278	unknown
DB04735	P0A444	unknown
DB04736	Q96LB9	unknown
DB04738	P36873	unknown
DB04739	P12931	unknown
DB04740	P52700	unknown
DB04741	P31930	unknown
DB04742	P39045	unknown
DB04743	P35354	inhibitor
DB04743	Q9NZK7	unknown
DB04743	P02788	unknown
DB04743	P08684	substrate
DB04745	O05935	unknown
DB04746	Q6A8X5	unknown
DB04747	Q6A8X5	unknown
DB04749	P52699	unknown
DB04751	P12931	unknown
DB04751	Q9Y6M4	unknown
DB04751	Q15418	unknown
DB04752	Q13285	unknown
DB04753	P00491	unknown
DB04754	P00491	unknown
DB04756	P02766	unknown
DB04757	P00491	unknown
DB04758	P08709	unknown
DB04759	P45452	unknown
DB04760	P45452	unknown
DB04761	P45452	unknown
DB04762	P00509	unknown
DB04763	P00918	unknown
DB04764	P20231	unknown
DB04765	P00509	unknown
DB04767	P08709	unknown
DB04768	Q9H3S4	unknown
DB04769	P48736	unknown
DB04770	O00764	unknown
DB04771	P00734	unknown
DB04772	P00734	unknown
DB04773	Q4W9V8	unknown
DB04774	P68133	unknown
DB04775	P68133	unknown
DB04776	O00764	unknown
DB04777	Q93D82	unknown
DB04779	P09848	unknown
DB04781	P13716	unknown
DB04782	Q7AUG5	unknown
DB04783	P68133	unknown
DB04784	Q84EX5	unknown
DB04786	P41231	ant/agonist
DB04786	Q9NXA8	inhibitor
DB04786	P23945	ant/agonist
DB04786	P21817	ant/agonist
DB04786	P00734	inhibitor
DB04786	P14555	inhibitor
DB04786	P68638	unknown
DB04786	P15289	inhibitor
DB04786	P47712	inhibitor
DB04787	P06401	ant/agonist
DB04788	Q8RQE9	unknown
DB04788	Q8RQE8	unknown
DB04789	P48728	unknown
DB04789	Q92887	inhibitor
DB04790	P07477	unknown
DB04791	P07477	unknown
DB04792	P07477	unknown
DB04793	P07477	unknown
DB04794	P10613	inhibitor
DB04794	P20813	unknown
DB04794	P11511	inhibitor
DB04794	P05181	inhibitor
DB04794	P08684	inhibitor
DB04795	P23141	unknown
DB04795	P31040	unknown
DB04796	P11473	unknown
DB04797	Q16539	unknown
DB04798	P42262	unknown
DB04799	P08574	unknown
DB04799	P00156	unknown
DB04799	P31930	unknown
DB04799	P22695	unknown
DB04799	P07919	unknown
DB04799	O14949	unknown
DB04799	P47985	unknown
DB04799	O14957	unknown
DB04799	P14927	unknown
DB04799	Q9UDW1	unknown
DB04800	P18031	unknown
DB04801	Q03181	unknown
DB04803	P09601	unknown
DB04805	P61927	unknown
DB04807	P31434	unknown
DB04809	Q54AI1	unknown
DB04810	Q54AI1	unknown
DB04811	Q54AI1	unknown
DB04816	P02768	unknown
DB04817	P23219	unknown
DB04817	P20813	other
DB04817	P08684	other
DB04818	P27338	inhibitor
DB04818	P10635	inhibitor
DB04818	P11712	inhibitor
DB04818	P21397	inhibitor
DB04820	P27338	unknown
DB04820	P21397	unknown
DB04820	P21964	unknown
DB04821	P23975	unknown
DB04821	Q01959	unknown
DB04821	P27338	unknown
DB04821	P21397	unknown
DB04821	P05164	unknown
DB04821	P31645	unknown
DB04821	Q05940	unknown
DB04821	P02763	unknown
DB04824	O60656	unknown
DB04824	O75469	unknown
DB04824	Q14994	unknown
DB04824	P03372	ant/agonist
DB04824	P04278	unknown
DB04825	P0DP23	unknown
DB04825	Q9H1R3	inhibitor
DB04825	P08684	substrate
DB04827	P47712	substrate
DB04827	P05164	other
DB04827	Q06278	substrate
DB04828	Q9Y5Y4	unknown
DB04828	P08684	substrate
DB04828	P02768	unknown
DB04829	P08908	unknown
DB04829	P41595	ant/agonist
DB04829	P50406	unknown
DB04829	P08684	substrate
DB04829	P10635	substrate
DB04830	O15245	substrate
DB04831	P11712	inhibitor
DB04832	P31645	unknown
DB04832	P27338	inhibitor
DB04832	P21397	inhibitor
DB04832	P08684	inhibitor
DB04832	P08183	inhibitor
DB04833	P08684	substrate
DB04834	P08172	ant/agonist
DB04835	P51681	ant/agonist
DB04835	P08684	substrate
DB04836	P23975	unknown
